Post Link,Title,CreationDate,AcceptedAnswerId,Score,ViewCount,Tags,Body,TagName
"40379","Is the problem of Language Modelling a Well-Posed Learning Problem?","2023-05-09 15:45:52","","2","100","<natural-language-processing><math><sequence-modeling><language-model>","<p>Hadamard defines (<a href=""https://en.wikipedia.org/wiki/Well-posed_problem"" rel=""nofollow noreferrer"">Well-posed problem (Wikipedia)</a>) a well-posed problem as one for which:</p>
<ol>
<li>a solution exists,</li>
<li>the solution is unique,</li>
<li>the solution depends continuously on the data (e.g. it is stable)</li>
</ol>
<p>Now for an autoregressive language model, the pretaining objective consists of predicting the next token given all previous tokens. But as I see it, while the objective helps the model pick nuances of the language and learn &quot;language representation&quot;, there is no &quot;correct&quot; answer.
Given the example, say, &quot;I would love to have some ____&quot;, &quot;chocolate&quot; is just as &quot;correct&quot; as &quot;coffee&quot;.
Thus, the solution is not &quot;unique&quot; as required by the definition.
But again, we could think of the problem as taking as input all the previous tokens and returning a probability distribution over the whole vocabulary. In this way of looking at the problem, the solution, i.e., the probability distribution, is unique.
So, is the problem of language modelling well-posed?
Is either of the two approaches the right reason? If not, what is the correct reason?</p>
","language-model"
"40167","How does GPT-based language model like ChatGPT determine the n-th letter of a word?","2023-04-23 02:30:19","","6","642","<natural-language-processing><chatgpt><gpt><natural-language-understanding><language-model>","<p>I understand that GPT models process input text by converting words into tokens and then embedding vectors and do not process them letter by letter. Given this approach, I am curious to know how a model like ChatGPT can identify the first (or n-th) letter of a given word. Can anyone explain the underlying mechanism or provide any insights on this capability?</p>
<p><a href=""https://i.sstatic.net/qZNNx.png"" rel=""noreferrer""><img src=""https://i.sstatic.net/qZNNx.png"" alt=""enter image description here"" /></a>
<a href=""https://i.sstatic.net/2hGyg.png"" rel=""noreferrer""><img src=""https://i.sstatic.net/2hGyg.png"" alt=""enter image description here"" /></a></p>
","language-model"
"40140","How is the next token predicted in transformers?","2023-04-21 00:48:04","","5","3512","<natural-language-processing><transformer><gpt><language-model>","<p>In the transformer (or GPT/decoder only), at the end of the decoder blocks but before the final linear layer you have X vectors (for the X tokens at the input of the decoder). We then want to compute the probabilities for the next token of the sequence - what do we then feed to the linear layer? Is it the last embedding corresponding to the hidden state of the last token in the input sequence?</p>
<p>I've seen some tutorials on youtube on how to make mini gpts but I never quite understood why they feed the entire X vectors/hidden states at the end of the decoder blocks to the linear layer and not just the last vector/hidden state... Wouldn't you have X probability distributions when in reality you only want one? And if we do want the X probability distributions then wouldn't we be completely missing the point of the masked self attention since we would be trying to predict words that are already in the input sequence, so essentially &quot;cheating&quot;?</p>
","language-model"
"40135","What puts the ""chat"" in a system like ChatGPT?","2023-04-20 16:54:36","","4","155","<natural-language-understanding><language-model><natural-language-generation>","<p>So I read Wolfram's <a href=""https://writings.stephenwolfram.com/2023/02/what-is-chatgpt-doing-and-why-does-it-work/"" rel=""nofollow noreferrer"">What Is ChatGPT Doing … and Why Does It Work?</a> but it left one really big question in my mind. His summary [if it could be called that!] really emphasizes that the core model is trained to &quot;continue a piece of text that it’s been given&quot;.</p>
<p>But if I <em>prompt</em> it with something like:</p>
<blockquote>
<p>this is the reason that</p>
</blockquote>
<p>it usually gives a <em>response</em> like:</p>
<blockquote>
<p>I'm sorry, but your message seems to be incomplete. Could you please provide more context or information so that I can understand what you are trying to convey?</p>
</blockquote>
<p>And in general, tends to very much give the impression of a <strong>conversation</strong>, &quot;prompt&quot; vs. &quot;response&quot;.</p>
<p>Architecturally is there a layer within the core LLM that encodes and gets trained on the &quot;conversation&quot; aspects? Or is that done via a separate standalone system, either an independently trained model or some non-ML wrapper logic?</p>
","language-model"
"40049","Is the GPT-4 for text the same model that can input and output images?","2023-04-13 19:44:02","","0","915","<image-recognition><image-generation><language-model><large-language-models><gpt-4>","<p>Currently, the published GPT-4 can input and output text.
A version of GPT-4 that can input and output text and images exists, according to the technical report, but is not yet publicly available.</p>
<p>I suspect that they are the same.
Only the interface for image input and output is not publicly available.</p>
<p>That is because GPT-4 shows some understanding of images if you find a way to output them. One way is asking it to write a program that produces the image output. And that actually works, demonstrated below:</p>
<blockquote>
<p>Prompt: &quot;Write a program that creates a picture of HAL 9000&quot;<br />
[System prompt empty]</p>
</blockquote>
<p>The result is this image (created by following the directions in the text output):</p>
<p><a href=""https://i.sstatic.net/dSo0T.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/dSo0T.png"" alt=""Window created by GPT-4 generated program showing HAL9000"" /></a></p>
<p>The following is the unedited GPT-4 output (formatting in the original):</p>
<hr />
<p>Creating a visual program requires a programming language with graphics libraries or frameworks, as well as a specific platform or environment to run the code. Here's an example using Python and the Pygame library to create a simple picture of HAL 9000:</p>
<ol>
<li>First, you need to install the Pygame library if you haven't already. You can do this by running the following command in your terminal:</li>
</ol>
<pre><code>pip install pygame
</code></pre>
<ol start=""2"">
<li>Next, create a new Python file (e.g. hal9000.py) and paste the following code:</li>
</ol>
<pre><code>import pygame

# Initialize Pygame
pygame.init()

# Set up the display
width, height = 400, 400
screen = pygame.display.set_mode((width, height))
pygame.display.set_caption(&quot;HAL 9000&quot;)

# Define colors
BLACK = (0, 0, 0)
RED = (255, 0, 0)
WHITE = (255, 255, 255)

# Draw HAL 9000
def draw_hal9000(surface):
    surface.fill(BLACK)
    
    # Draw the outer circle
    pygame.draw.circle(surface, WHITE, (width // 2, height // 2), 100)
    
    # Draw the inner circle
    pygame.draw.circle(surface, RED, (width // 2, height // 2), 80)

    # Draw the lens
    pygame.draw.ellipse(surface, BLACK, (width // 2 - 40, height // 2 - 60, 80, 120))

    # Draw the lens reflection
    pygame.draw.ellipse(surface, WHITE, (width // 2 - 20, height // 2 - 45, 15, 25), 2)

# Main loop
running = True
while running:
    for event in pygame.event.get():
        if event.type == pygame.QUIT:
            running = False
    
    draw_hal9000(screen)
    pygame.display.flip()

# Clean up
pygame.quit()
</code></pre>
<ol start=""3"">
<li>Save the file and run the program using the following command in your terminal:</li>
</ol>
<pre><code>python hal9000.py
</code></pre>
<p>This code will create a simple picture of HAL 9000 using the Pygame library. The main loop will keep the program running until you close the window.</p>
<p>Note: This example assumes that you have Python and pip (package installer for Python) already installed on your system. If you don't have Python installed, you can download it from the official website: <a href=""https://www.python.org/downloads/"" rel=""nofollow noreferrer"">https://www.python.org/downloads/</a></p>
<hr />
","language-model"
"39999","What is the difference between T5 and T0 models?","2023-04-11 21:48:09","40007","1","469","<deep-learning><natural-language-processing><gpt><language-model>","<p>What is the difference between T5 and T0 models? I had read that T0 is T5 + LM. But as I know T5 uses encoder-decoder model like BART but BART can be used as LM so that's mean that T5 has a LM function too. So what is the difference between T5 and T0 then?</p>
","language-model"
"39828","Can I reduce computation by only predicting response tokens in a transformer and still get the same gradients?","2023-03-29 04:27:11","","1","45","<natural-language-processing><python><transformer><chatgpt><language-model>","<p>I have been looking at the source code of the Stanford Alpaca model and I believe that during inference, the whole instruction + response data is fed into the model normally. Then the instruction part of the label is masked with IGNORE_INDEX to prevent gradient calculation on the instruction.</p>
<p>But I believe that in the transformer network, after the attention blocks and before the last head layer, it should be possible to take only the (embedded) tokens corresponding to the response parts from contexts and avoid predicting from the tokens corresponding to the instruction part altogether. This could potentially save computation, especially when the instruction part is long or when training on back-and-forth conversations, similar to interactions with ChatGPT. So my question is:</p>
<hr />
<ol>
<li>Is the gradients calculated by these two approaches the same?</li>
</ol>
<p>I actually tried to ask GPT-4 about this. Initially, he suggested that my approach would lose some information, but later changed his opinion when I asked him further. Would my approach indeed result in a loss of information or any other drawbacks?</p>
<hr />
<ol start=""2"">
<li>Is the saving, if possible, worth the effort of modifying the model's source code?</li>
</ol>
<p>Since the change would only affect one matrix multiplication, which is already efficiently computed, I'm unsure if it's worth the trouble. Furthermore, I only know a little bitPyTorch and would definitely struggle with implementing modifications to complicated models written in other frameworks like TensorFlow or JAX.</p>
<hr />
","language-model"
"39817","What's the most efficient way of performing batched training of Causal Language Models?","2023-03-28 07:40:46","","2","444","<training><transformer><gpt><language-model><batch-learning>","<p>I have seen a number of ways to train (yes, train, not fine-tune) these models efficiently with batches. I will illustrate these techniques with the following example dataset and context window:</p>
<pre><code>Context window:
   -----------------
Data samples:
1. ###
2. ################
3. ####
4. ##############
5. ########
6. #########
</code></pre>
<p>Suppose we have a batch size of 2. Our pad token is x</p>
<h2>First technique: Vanilla Padding</h2>
<pre><code>Context window:
   -----------------
batch 1:
1. ###xxxxxxxxxxxxx
2. ################

batch 2:
3. ####xxxxxxxxxx
4. ##############

batch 3: 
5. ########x
6. #########
</code></pre>
<h2>Second technique: Bucketed Padding</h2>
<p>Samples of similar lengths are batched together to minimise the number of pad tokens</p>
<pre><code>Context window:
   -----------------
batch 1:
1. ###x
3. ####

batch 2:
2. ################
4. ##############xx

batch 3: 
5. ########x
6. #########
</code></pre>
<p>this is <em>uniform length batching</em> described in <a href=""https://mccormickml.com/2020/07/29/smart-batching-tutorial/"" rel=""nofollow noreferrer"">this blogpost</a> and referred to as <em>bucketed random sampling</em> in <a href=""https://aclanthology.org/2021.findings-acl.74/"" rel=""nofollow noreferrer"">this paper</a>.</p>
<h2>Third technique: Concatenating samples</h2>
<p>In this technique, we concatenate samples, separating them with a EOS token (E) until they reach the context length. In this way, we have no padding tokens, and the entire context length is used. The attention mask keeps track of where the EOS tokens occur.</p>
<pre><code>Context window:
   -----------------
batch 1:
   ###E############# (1 and part of 2)
batch 2:
   ###E####E######## (rest of 2, 3 and part of 4)
batch 3:
   ######E########E# (rest of 4, 5, part of 6)
batch 4:
   ######## (rest of 6)
</code></pre>
<p>This technique is referenced at 2:28 of <a href=""https://www.youtube.com/watch?v=ma1TrR7gE7I"" rel=""nofollow noreferrer"">this video</a> from <a href=""https://huggingface.co/course/chapter7/6"" rel=""nofollow noreferrer"">this huggingface tutorial</a>.</p>
<p>With this technique, we reduce the number of batches, and only have to pad the final batch if necessary. However, it is unclear to me whether this is &quot;allowed&quot; for causal language modelling, as it is unclear whether this will cause the causal attention mechanism to attend to tokens from previous samples, only ignoring the EOS token (instead of everything before it)</p>
<hr />
<p>Of these 3 techniques, which is the most memory efficient? Which is the most commonly used?</p>
","language-model"
"39689","If we prompt a large language model on a task, will its ability for other tasks be affected? How to recover?","2023-03-20 14:14:24","","1","202","<natural-language-processing><chatgpt><language-model><large-language-models><prompt>","<p>For example, I guess that for some retrieval augmented LLMs, their generated contents may lack some creativity? Recent work has explored the inability of retrieval augmented methods to enhance the reasoning of LLMs. Then imagine a scenario where we prompt ChatGPT in order to have it implement a task related to information extraction, and suppose we continue the session process and we want it to answer a question for us ( here the task transform from <em>Information Extraction</em> to <em>Open-domain QA</em>), then will the LLM remain the same ability to answer a question?</p>
<p>So, a natural consideration is: when prompt has become a paradigm for aligning LLM with human needs, how can we <strong>eliminate the impact of prompt and recover</strong> LLM?</p>
<p>But perhaps a more economical strategy would be to open a new session window and give the LLM a prompt about the open-domain QA.</p>
","language-model"
"39540","How do temperature and repetition penalty interfere?","2023-03-12 15:25:05","39551","0","5071","<language-model><encoder-decoder>","<p>I'm trying to demystify my understanding of various decoding parameters. Building on <a href=""https://ai.stackexchange.com/a/32478/69194"">our understanding of temperature</a>, <strong>how does the repetition penalty interfere with temperature?</strong></p>
<p>For example, does something special happen when the penalty is approximately equal to temperature, or approximately its reciprocal? Does the penalty need to be offset or biased based on the temperature?</p>
","language-model"
"39363","Coding a conversational AI which remembers previous context","2023-02-28 18:13:50","","1","89","<natural-language-processing><transformer><generative-model><language-model>","<p>I am trying to code a proper conversational AI which remembers previous context and answers accordingly (something like a micro ChatGPT). Additionally I want the AI to work on a custom knowledge base stored in a vector database like pinecone.</p>
<p>Are there any implementation references available ?</p>
","language-model"
"39355","How to best implement Accelerate for vary large models","2023-02-28 13:18:32","","1","826","<machine-learning><language-model>","<p>This was pointed out to me: <a href=""https://huggingface.co/blog/accelerate-large-models"" rel=""nofollow noreferrer"">https://huggingface.co/blog/accelerate-large-models</a></p>
<p>and seems it could be a great resource, but it is broken down into steps as a tutorial vs as out of the box solution script.</p>
<p>Does anyone know of a good library, or example code that implements Accelerate for large models to use less VRAM / RAM?</p>
<p>This is what I tried to run last:</p>
<pre><code>from accelerate import infer_auto_device_map, init_empty_weights

from transformers import AutoModelForCausalLM, AutoTokenizer, AutoConfig

import torch

checkpoint = &quot;bigscience/mt0-small&quot;

config = AutoConfig.from_pretrained(checkpoint)

with init_empty_weights():

model = AutoModelForCausalLM.from_config(config)

device_map = infer_auto_device_map(model, no_split_module_classes=[&quot;OPTDecoderLayer&quot;], dtype=&quot;float16&quot;)

tokenizer = AutoTokenizer.from_pretrained(checkpoint)

device_map[&quot;model.decoder.layers.37&quot;] = &quot;disk&quot;

model = AutoModelForCausalLM.from_pretrained(

checkpoint, device_map=device_map, offload_folder=&quot;offload&quot;, offload_state_dict = True, torch_dtype=torch.float16

)
</code></pre>
<p>Goal is to run <strong>Flan-T5</strong> or <strong>BLOOMZ</strong> locally, using disk space, to run the models on lower resources.</p>
<p>This code throws the error:</p>
<pre><code>ValueError: Unrecognized configuration class &lt;class 'transformers.models.mt5.configuration_mt5.MT5Config'&gt; for this kind of AutoModel: AutoModelForCausalLM
</code></pre>
<p>That is another issue, it would be good to know how to supply a configuration or convert the config to a supported type.
And not sure if the code I put together would work once that is addressed.</p>
<p>Any suggestions?</p>
","language-model"
"39078","What background should I have before starting to fine tune a Large Language Model?","2023-02-08 01:26:48","39081","1","162","<natural-language-processing><language-model><fine-tuning>","<p>I want to know what things I should be learning before trying to fine-tune or for that matter working with a large language model.</p>
<p>In my case, I am trying to fine-tune bloom (<a href=""https://huggingface.co/blog/bloom"" rel=""nofollow noreferrer"">https://huggingface.co/blog/bloom</a>).</p>
<p>But considering my inadequate knowledge of this, I want to know what things I should cover first before taking on something so big.</p>
<p>Any suggestions are appreciated.</p>
","language-model"
"38940","Would a transformer trained on highly specific material be as usable as a commercial product like ChatGPT?","2023-01-28 23:44:52","38948","2","164","<transformer><gpt><language-model><fine-tuning><chatgpt>","<p>Soft question here.</p>
<p>I was recently learning a bit about how it is feasible to train a transformer on a personal computer like an M1 Mac. I have been told that the model could have 1-3 million parameters and the training data could be from 1GB - 1TB, and that the training could take from about a day to a week. Also, there is an open source GPT <a href=""https://github.com/karpathy/nanoGPT"" rel=""nofollow noreferrer"">here</a>.</p>
<p>My question is, if you consider that ChatGPT is trained on a very large and diverse amount of data, you may think a solo project could never compete with it. However, what if you chose a specialized set of training data that was smaller but a much richer, more reliable knowledge base, like only academic science textbooks, or only English literature, or only Python libraries documentation, and so on?</p>
<p>Could it actually be much more useful because it's open-source, you have freedom of use (unlike ChatGPT's heavy behavioral conditioning from OpenAI), and you can choose what kind of knowledge the transformer contains? If the data is smaller but way, way higher quality, could you just make a library of niche GPTs for any topic you are studying?</p>
","language-model"
"38923","Why does ChatGPT not give the answer text all at once?","2023-01-27 15:18:09","","17","8240","<natural-language-processing><language-model><chatgpt>","<p>When ChatGPT is generating an answer to my question, it generates it word by word.<br />
So I actually have to wait until I get the final answer.</p>
<p>Is this just for show?<br />
Or is it really real-time generating the answer word by word not knowing yet what the next word will be?</p>
<p>Why does it not give the complete answer text all at once?</p>
","language-model"
"38879","What makes reproducing a model like GPT3/GPT3.5/ChatGPT difficult?","2023-01-25 07:33:06","38972","4","491","<training><language-model><large-language-models>","<p>Is it difficult for other companies to train a model similar to ChatGPT, and what makes it difficult? What is challenging about reproducing the results obtained by OpenAI with ChatGPT/GPT3.5? Would it be possible for a company like Meta or Google to have a model equal to ChatGPT/GPT3.5 in the next month or so? Why or why not?</p>
<p>I understand that a big language model is expensive to train, so I'm expecting only large companies to be able to train such models to a sufficient extent.</p>
","language-model"
"38706","How can i create a new language model for language other than english?","2023-01-11 08:48:43","","1","95","<natural-language-processing><language-model>","<p>I have large set of corpus for all literature in 'Tamil' language, i am trying to create a document retrieval engine through simple natural language.</p>
<p>Since the corpus is huge, its hard to do a supervised learning, i also checked ai4bharat.org 's initiatives to build the language models, but its still not working good the literature texts.</p>
<p>what is required to build a model from scratch</p>
","language-model"
"38660","Was ChatGPT trained on Stack Overflow data?","2023-01-08 11:27:38","","50","23458","<chat-bots><chatgpt><language-model>","<p>Has ChatGPT used highly rated and upvoted questions/answers from Stack Overflow in its training data?</p>
<p>For me it makes complete sense to take answers that have upwards of 100 upvotes and include them in your training data, but people around me seem to think this hypothesis doesn't make sense. Is there a way to confirm this?</p>
","language-model"
"38578","For specific tasks, is it better to fine-tune models on examples or just use prompting with the context of the task?","2023-01-03 17:54:35","38580","1","645","<natural-language-processing><comparison><training><fine-tuning><language-model>","<p>These days large language models cover a vast amount of topics and information, but I wanted to understand: <em>For specific tasks, is it better to fine-tune models on examples or just use prompting with the context of the task?</em></p>
<p>For example, if I wanted to train a language model to do question answering for linear algebra, is it better to train it with examples of linear algebra problems and their solutions, or try out different prompts?</p>
","language-model"
"38521","How was ChatGPT trained?","2022-12-29 01:02:32","38561","6","2212","<natural-language-processing><chat-bots><training-datasets><language-model><chatgpt>","<p>I know that large language models like GPT-3 are trained simply to continue pieces of text that have been scraped from the web. But how was ChatGPT trained, which, while also having a good understanding of language, is not directly a language model, but a chatbot? Do we know anything about that? I presume that a lot of conversations was needed in order to train it. Did they simply scrape those conversations from the web, and where did they find such conversations in that case?</p>
","language-model"
"38372","How can a language model keep track of the provenance of the main knowledge/sources used to generate a given output?","2022-12-16 18:12:54","","6","826","<natural-language-processing><language-model><chatgpt>","<p>One of the main criticisms against the use of ChatGPT on Stack Exchange is that it doesn't attribute the main knowledge/sources used to generate a given output. How can a language model keep track of the provenance of the main knowledge/sources used to generate a given output?</p>
","language-model"
"38361","What causes ChatGPT to generate responses that refer to itself as a bot or LM?","2022-12-16 08:58:28","39020","9","1426","<chat-bots><training-datasets><language-model><gpt-3><chatgpt>","<p>ChatGPT occasionally generates responses to prompts that refer to itself as a &quot;bot&quot; or &quot;language model.&quot;</p>
<p>For instance, when given a certain input (the first paragraph of <a href=""https://politics.meta.stackexchange.com/q/6454"">this question</a>) ChatGPT produces (in part) the output:</p>
<blockquote>
<p>It is not appropriate for a language model like myself to provide a
stance on the policies of a specific website or community.</p>
</blockquote>
<p>To my understanding, ChatGPT is not a person that is conscious of its own existence and identity as a bot — it is a model trained on large quantities of undifferentiated text gathered from the Internet and largely reproduces the most common patterns given the context, which is why its responses seem very generic much of the time.
Presumably very little of this data involved humans referring to themselves as language models or chatbots—that is, something like &quot;a language model&quot; should very rarely have been followed by &quot;like myself.&quot;</p>
<p>As such, what causes ChatGPT to produce patterns referring to itself as a chatbot or language model? Which patterns in the training data or elements of the model structure (or even hard-coding?) cause it to generate responses like this?</p>
","language-model"
"38217","How does ChatGPT know math?","2022-12-08 18:43:24","","24","12537","<math><chat-bots><natural-language-understanding><language-model><chatgpt>","<p>ChatGPT is a language model. As far as I know and If I'm not wrong, it gets text as tokens and word embeddings. So, how can it do math? For example, I asked:</p>
<blockquote>
<p>ME: Which one is bigger 5 or 9. <br />
ChatGPT: In this case, 9 is larger than 5.</p>
</blockquote>
<p>One can say, GPT saw numbers as tokens and in its training dataset there were some 9s that were bigger than 5s. So, it doesn't have actual math understanding and just sees numbers as some tokens. But I don't think that is true, because of this question:</p>
<blockquote>
<p>ME: Which one is bigger? 15648.25 or 9854.2547896 <br />
ChatGPT: In this case, 15648.25 is larger than 9854.2547896.</p>
</blockquote>
<p>We can't say it actually saw the token of <code>15648.25</code> to be bigger than the token of <code>9854.2547896</code> in its dataset!</p>
<p>So how does this language model understand the numbers?</p>
","language-model"
"37827","How can (pretrained) language models actively seek additional training data - possibly reference request?","2022-11-09 22:30:42","","1","24","<language-model><fine-tuning><self-supervised-learning>","<p>I am reading the paper &quot;Large Language Models Can Self-Improve&quot; <a href=""https://arxiv.org/abs/2210.11610"" rel=""nofollow noreferrer"">https://arxiv.org/abs/2210.11610</a> in which the authors consider that LLM can generate Chain-of-Thoughts sequences and even novel questions and their respective CoT responses and then selects the best sequences and fine-tunes themselves. Such self-reflection improves LLM. Such self-reflection also mimics how the human beings learns material by rethinking it. The usual human learning process is guided by the preset questions - courses and textbooks have them. But more mature learners usually can discover knowledge and understanding gaps in their minds themselves and form the most relevant questions and open problems, whose solution can improve the understanding and hence the assimilation of material in the actionable form.</p>
<p>Such process is known in psychology as apperception <a href=""https://en.wikipedia.org/wiki/Apperception"" rel=""nofollow noreferrer"">https://en.wikipedia.org/wiki/Apperception</a>.</p>
<p>My personal experience shows that apperception can be greatly enhanced (sometimes it even required) the reading of additional, carefully selected material. Sometimes it gives additional information. Sometimes it just reformulated the existing information and hints to additional links among the existing pieces of knowledge.</p>
<p>Apparently - if LLM is working in self-improving mode then it could be highly benefitial if LLM could actively seek specific additional information and fine-tune itself on it.</p>
<p>My question is - how to do such active seeking of specific additional information and is there any research efforts that have already done something like that?</p>
<p><strong>Additional info</strong>: actually there is a least one paper <a href=""https://parl.ai/projects/seeker/"" rel=""nofollow noreferrer"">https://parl.ai/projects/seeker/</a> (<a href=""https://arxiv.org/abs/2203.13224"" rel=""nofollow noreferrer"">https://arxiv.org/abs/2203.13224</a>) that uses this self-improvement scheme.</p>
","language-model"
"37526","Are custom tokens better than punctuation pseudo-tokens for LLMs?","2022-10-19 14:20:45","","1","27","<natural-language-processing><natural-language-understanding><language-model>","<p>I've seen two approaches for introducing custom tokens for transfer learning with large language models like Bert or GPT3. Some approaches introduce new tokens into the vocabulary and learn embeddings from scratch. This is the &quot;traditional&quot; approach. However, I've seen other papers that imitate custom tokens with the use of punctuation, e.g. <code>&quot;&lt;custom-token&gt;&quot;</code>. In this case the model is not learning any new tokens, but is learning to connect subword tokens and punctation already in its vocabulary. I think this approach is often used with GPT3, as the closed API prevents learning new tokens from-scratch.</p>
<p>Has any research benchmarked whether one approach is better than another, when both options are available?</p>
","language-model"
"37335","Why can't language models, like GPT-3, continuously learn once trained?","2022-10-08 15:08:36","","7","3316","<deep-learning><language-model>","<p>GPT-3 has a prompt limit of about ~2048 &quot;tokens&quot;, which corresponds to about 4 characters in text. If my understanding is correct, a deep neural network is not learning after it is trained and is used to produce an output, and, as such, this limitation comes from amount of the input neurons. My question is: <strong>what is stopping us from using the same algorithm we use for training, when using the network?</strong> That would allow it to adjust its weights and, in a way, provide a form of long-term memory which could let it handle prompts with arbitrarily long limits. Is my line of thinking worng?</p>
","language-model"
"37205","Papers on Prompt Engineering","2022-09-27 06:22:45","","1","1129","<natural-language-processing><reference-request><papers><language-model><gpt-3>","<p>I am into AI in general and NLP in particular. Besides, I have a background in philosophy, and the new LLMs like GPT-3 seem to have exciting capabilities. I want to study prompt engineering (for example, teaching the model to reason, etc.)</p>
<p>Do you know any specific papers to start? I am looking for studies on the techniques of prompt engineering.</p>
","language-model"
"37154","Which language model technique should be used with a low-resource language?","2022-09-21 11:01:28","","1","25","<natural-language-processing><language-model>","<p>I am working with a language for which the amount of text available is relatively small (less than a billion words), what techniques exist? In particular, is it worth using a transformer or is it better to use more traditional techniques?</p>
<p>The aim is to generate texts in continuation of a given prompt.</p>
","language-model"
"37026","How to combine pretrained language models with additional feature set?","2022-09-08 12:06:55","","0","1108","<natural-language-processing><bert><fine-tuning><language-model>","<p>Are there any techniques to combine a feature set (other than the text itself) with pretrained language models.</p>
<p>Let's say I have a random NLP task that tries to predict a binary class label based on e.g. Twitter data. One could easily utilize a pretrained language model such as BERT/GPT-3 etc. to fine-tune it on the text of the tweets. However the tweets come with a lot of useful metadata such as likes/retweets etc. or if I want to add additional syntactic features such as POS-Tags, dependency relation or any other generated feature. Is it possible to use additional features I extracted for the finetuning step of the pretrained language model? Or is the only way of doing so to use an ensemble classifier and basically write a classifier for each of the extracted features and combine all of their predictions with the finetuned LMs predictions?</p>
","language-model"
"35214","What is the next-character perplexity of the PaLM model?","2022-04-15 00:57:12","","0","15","<language-model>","<p>In the 2022 paper <a href=""https://arxiv.org/pdf/2204.02311.pdf"" rel=""nofollow noreferrer"">&quot;PaLM: Scaling Language Modeling with Pathways&quot;</a>, what is the bits-per-character perplexity of the resultant pre-trained model for next-word prediction?</p>
","language-model"
"32477","What is the ""temperature"" in the GPT models?","2021-11-21 01:34:07","32478","38","43701","<machine-learning><terminology><gpt><language-model><gpt-3>","<p>What does the temperature parameter mean when talking about the GPT models?</p>
<p>I know that a higher temperature value means more randomness, but I want to know how randomness is introduced.</p>
<p>Does temperature mean we add noise to the weights/activations or do we add randomness when choosing a token in the softmax layer?</p>
","language-model"
"32385","Why do language models produce different outputs for same prompt?","2021-11-12 22:13:07","","2","2636","<deep-learning><transformer><language-model><natural-language-generation><forward-pass>","<p>For conventional 'Neural Networks', the weights simply act as a transformation in highly multi-dimensional space; for a forward pass, the output is always the same since there is no stochastic weighting component in the process.</p>
<p>However, in Transformers (self-attention based encoder-decoder type architecture to be specific) we get different outputs with the same prompts (assuming <span class=""math-container"">$T &gt; 0$</span>). This doesn't make sense to me because the set of weights are always static, so the <em>probability distribution</em> produced should be the same; this simple decoding should yield the same output.</p>
<p>However, in practice, we observe that it is not actually the case.
Any reasons why?</p>
","language-model"
"32341","What is input (and shape) to K/V/Q of self-attention of EACH Decoder block of Language-translation model Transformer's tokens during Inference?","2021-11-09 15:48:28","","3","2371","<transformer><attention><machine-translation><language-model><encoder-decoder>","<p>Transformer model of the original <a href=""https://arxiv.org/abs/1706.03762"" rel=""nofollow noreferrer"">Attention paper</a> has a decoder unit that works differently during Inference than Tranining.</p>
<p>I'm trying to understand the shapes used during decoder (both self-attention and enc-dec-attention blocks), but it's very confusing. I'm referring to <a href=""https://towardsdatascience.com/transformers-explained-visually-part-1-overview-of-functionality-95a6dd460452"" rel=""nofollow noreferrer"">this link</a> and also the original <a href=""https://arxiv.org/abs/1706.03762"" rel=""nofollow noreferrer"">Attention paper</a></p>
<p>In Inference, it uses all previous tokens generated until that time step (say <code>k</code>th time-step), as shown in the diagram below and explained at <a href=""https://towardsdatascience.com/transformers-explained-visually-part-1-overview-of-functionality-95a6dd460452"" rel=""nofollow noreferrer"">this link.</a></p>
<p><a href=""https://i.sstatic.net/0Lt8b.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/0Lt8b.png"" alt="""" /></a></p>
<p>Another diagram that shows self-attention and enc-dec-attention within decoder:</p>
<p><a href=""https://i.sstatic.net/BbCxU.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/BbCxU.png"" alt=""enter image description here"" /></a></p>
<p><strong>Question:</strong></p>
<p>However when I look at actual shapes of the QKV projection in the decoder self-attention, and feeding of the decoder self-attention output to the &quot;enc-dec-attention&quot;'s Q matrix, I see only 1 token from the output being used.</p>
<p>Let's <strong>assume 6 deocder blocks one after the other in the decoder stack</strong> (which is the base transformer model).</p>
<p>I'm very confused how the shapes for all matrices in the <strong>Decoder blocks after decoder-1</strong> of the decoder-stack (more specifically decoder-block-2 decoder-3, decoder-4..., decoder-6 of the decoder stack) self-attention and enc-dec-attention can match up with variable length of input to the decoder during inference. I looked at several online material but couldn't find answer.
I see only the BGemms in the decoder's self-attention (not enc-dec-attention) using the variable shapes until all previous <code>k</code> steps, but all other Gemms are fixed size.</p>
<ul>
<li>How is that possible? Is only 1 token (last one from decoder output) is being used for qkv matmuls in self-attention and Q-matmul in enc-dec-attention (which is what I see when running the model)?</li>
<li>Could someone elaborate how all these shapes for QKV in self-attention and Q in enc-dec-attention match up with decoder input length being different at each time-step?**</li>
</ul>
","language-model"
