Post Link,Title,CreationDate,AcceptedAnswerId,Score,ViewCount,Tags,Body,TagName
"{
  ""id"": 118813,
  ""title"": ""What to do if my dataset have only One instance for class in classification?""
}","What to do if my dataset have only One instance for class in classification?","2023-02-26 13:31:29","","1","303","<deep-learning><classification><multiclass-classification><bert>","<p>I am working on a benchmark dataset for text classification. The dataset has about 300 classes, and approximately 50 of these classes have a single instance. In a paper that used fine-tuning BERT, the authors split the dataset into training, validation, and test sets. However, they did not increase the number of instances through oversampling or augmentation. This brings up the topic of what happens to classes with a single instance. In which split should they be included?</p>
","bert"
"{
  ""id"": 118775,
  ""title"": ""How do I improve the accuracy of a BERT-based multilabel text classification model?""
}","How do I improve the accuracy of a BERT-based multilabel text classification model?","2023-02-24 16:41:24","","0","276","<bert><text-classification>","<p>I have a database table with 79,512 rows, each of which describes a category. Each row has a title and a description, and can even have a supercategory. Often, supercategories have categories.</p>
<p>I'm trying to train a model to predict each category's supercategory, to be used in a later model that will categorize other data. However, I never get more than a 20% accuracy on this model. My target is 84% accuracy.</p>
<p>These are multilingual datasets I am working with, so the pretrained model I use is also multi-lingual. However, it is also case-sensitive.</p>
<p>By my count, there are an average 9.86 supercategories per category.</p>
<p>How do I improve the accuracy?</p>
<p>EDIT: I suppose I had better clarify: There is a wide variety of languages here, none of them comprising more than 50% of the whole dataset. Perhaps I should translate the data?</p>
","bert"
"{
  ""id"": 118742,
  ""title"": ""Combining text and image features with different scales""
}","Combining text and image features with different scales","2023-02-23 13:02:04","","0","493","<bert><feature-scaling><vgg16>","<p>I have computed text features using [SBERT][1] and image features using VGG-16. The text features range from -1.58 to 1.58, whereas the image features range between 0 and 521. I would want to concatenate the text and image features and use them to compute cosine similarities. However, as you've probably noticed, the difference in scale would mean that the image features would completely dominate the text ones. </p>
<p>My idea was to use something like sklearn's MinMaxScaler and scale down the image features to the same scale as the SBERT computed features; however, I'm not sure if this is the best solution for my case since other [answers][2] here suggest normalizing both features. In my case, I would say that the text features are <strong>more important</strong> than the image ones.</p>
<p>  [1]: <a href=""https://github.com/UKPLab/sentence-transformers"" rel=""nofollow noreferrer"">https://github.com/UKPLab/sentence-transformers</a>
  [2]: <a href=""https://datascience.stackexchange.com/questions/39742/creating-a-feature-by-combining-2-features-with-different-units"">Creating a feature by combining 2 features with different units?</a></p>
","bert"
"{
  ""id"": 118697,
  ""title"": ""Sentiment analysis BERT vs Model from scratch""
}","Sentiment analysis BERT vs Model from scratch","2023-02-21 17:06:08","118715","0","248","<machine-learning><bert><sentiment-analysis>","<p>I am working on building a sentiment analyzer, the data I would like to analyze is social media data from twitter, once I have created a the model I want to integrate it into a simply webpage.</p>
<p>I have tried two options:</p>
<ol>
<li><p>Create my own model from scratch, meaning train a word2vec model to perform word embedding, convert my labelled dataset into vectors and train them using Logistic regression, Random forest or SVM.</p>
</li>
<li><p>Fine tune a BERT model using my dataset.</p>
</li>
</ol>
<p>option 1.. Using word2vec and SVM I was able to get the following results:</p>
<pre><code>          precision    recall  f1-score   support

0              0.74      0.67      0.70      1310
1              0.77      0.82      0.79      1716

accuracy                           0.76      3026
macro avg       0.75      0.75      0.75      3026
weighted avg    0.75      0.76      0.75      3026
</code></pre>
<p>option 2.. I fined tuned BERT using the following code <a href=""https://#https://github.com/prateekjoshi565/Fine-Tuning-BERT/blob/master/Fine_Tuning_BERT_for_Spam_Classification.ipynb"" rel=""nofollow noreferrer"">link</a> and was able to achieve the following results after 100 epochs:</p>
<pre><code>          precision    recall  f1-score   support

       0       0.68      0.65      0.66       983
       1       0.74      0.77      0.75      1287

accuracy                           0.71      2270
macro avg      0.71      0.71      0.71      2270
weighted avg   0.71      0.71      0.71      2270
</code></pre>
<p>I used the same dataset for both option 1 and 2, BERT used a smaller subset for validation</p>
<p>What I would like to know:</p>
<p>Is there any advantages in going with option 1.? Does BERT have any disadvantages when it comes to data from social media (data is rather unclean and a lot of slang).</p>
","bert"
"{
  ""id"": 118343,
  ""title"": ""how can I translate Whisper encodings to SBERT embeddings?""
}","how can I translate Whisper encodings to SBERT embeddings?","2023-02-07 02:32:09","118348","0","251","<transformer><bert>","<p>I'm using the Whisper model to recognize speech, and then matching the output text against a list of known questions by generating SBERT embeddings from the text and ranking the known questions by cosine similarity with the SBERT embeddings of the text output from Whisper. It works pretty well, and I'm happy with the level of accuracy.</p>
<p>I'd like to streamline the process a bit, and I understand I can get the encoder embeddings from the whisper model output rather than just the transcribed text.</p>
<p>My question is: What's the best way to fuse these steps together? More generally, is there a good way to translate embeddings from one model vector space to another? What would that task even be called in terms of linear algebra?</p>
","bert"
"{
  ""id"": 118137,
  ""title"": ""why some authors said that BERT cannot be used for text prediction?""
}","why some authors said that BERT cannot be used for text prediction?","2023-01-29 16:38:54","","0","194","<bert>","<p>I was trying to get a grasp about BERT and found this post in DS StackExchange:</p>
<p><a href=""https://datascience.stackexchange.com/questions/46377/"">Can BERT do the next-word-predict task?</a></p>
<p>In broad terms, it says that Bert cannot be used for next-word prediction. I suppose that next-word prediction it could be used, for example, in some sort of autocorrect tools. However, I saw in this blog:</p>
<p><a href=""https://medium.com/mlearning-ai/an-illustration-of-next-word-prediction-with-state-of-the-art-network-architectures-like-bert-gpt-c0af02921f17"" rel=""nofollow noreferrer"">https://medium.com/mlearning-ai/an-illustration-of-next-word-prediction-with-state-of-the-art-network-architectures-like-bert-gpt-c0af02921f17</a></p>
<p>That BERT could be used for text prediction; so, why it is said that it cannot be used for next-word prediction? If somebody could explain the caveats of it and an example to clarify this, it would be really helpful.</p>
<p>Thanks.</p>
","bert"
"{
  ""id"": 117802,
  ""title"": ""BERTopic Visualization""
}","BERTopic Visualization","2023-01-16 19:43:56","","1","447","<visualization><bert><topic-model>","<p>I new to <code>topic modeling</code> and I'm trying to use <code>BERTopic</code> inside of <code>PyCharm</code>. I'm struggling to get any type of visualization to work inside of <code>PyCharm</code> with <code>BERTopic</code>.</p>
<p>Here is my current code:</p>
<pre><code>import pickle
from umap import UMAP
from hdbscan import HDBSCAN
from bertopic import BERTopic
from sent2vec.vectorizer import Vectorizer
from sentence_transformers import SentenceTransformer
from sklearn.feature_extraction.text import CountVectorizer


# 6000 articles about cryptocurrencies
with open('all_articles', 'rb') as file_in:
    random_articles = pickle.load(file_in)

embedding_model = SentenceTransformer('all-MiniLM-L6-v2')
umap_model = UMAP(n_neighbors=3, 
                  n_components=3, 
                  min_dist=0.05)

hdbscan_model = HDBSCAN(min_cluster_size=80, 
                        min_samples=40,
                        gen_min_span_tree=True,
                        prediction_data=True)

vectorizer_model = CountVectorizer(ngram_range=(1, 2), 
                                   stop_words='english')

model = BERTopic(
    umap_model=umap_model,
    hdbscan_model=hdbscan_model,
    embedding_model=embedding_model,
    vectorizer_model=vectorizer_model,
    top_n_words=5,
    language='english',
    calculate_probabilities=True,
    verbose=True
)
topics, probs = model.fit_transform(random_articles)

# this produces nothing
model.visualize_topics(top_n_topics=5)

</code></pre>
<p>I found this <a href=""https://github.com/MaartenGr/BERTopic/issues/339"" rel=""nofollow noreferrer"">issue</a> on visualization not working within <code>PyCharm</code> with <code>BERTopic</code>.  This issue wasn't useful in solving my issue.</p>
<p>How do I get something to visualize inside of <code>PyCharm</code>?</p>
","bert"
"{
  ""id"": 117634,
  ""title"": ""What does Embeddings Array Represent in BERT's Feature Extraction?""
}","What does Embeddings Array Represent in BERT's Feature Extraction?","2023-01-09 09:08:20","","0","216","<nlp><word-embeddings><transformer><bert>","<p>I am new to academic NLP, and I had been tasked with to use BERT to extract features of a sentence.</p>
<pre><code>text_input = [
  &quot;Hello I'm a single sentence&quot;,
  &quot;And another sentence&quot;,
  &quot;And the very very last one&quot;,
  &quot;My name is Aun&quot;
  ]
</code></pre>
<p>I got embeddings using pipeline from huggingface:</p>
<pre><code>from transformers import pipeline
feature_extraction = pipeline('feature-extraction', model=&quot;distilroberta-base&quot;, tokenizer=&quot;distilroberta-base&quot;)
features = feature_extraction(text_input)
</code></pre>
<p>Embeddings were multi-dimension, which I flattened and then padded to match the array with highest size. Here <code>text_df.head()</code>:</p>
<pre><code>    text_input                  text_embeddings                                 text_em_flat                        text_em_flat_pad
0   Hello I'm a single sentence [[[-0.010155443102121353, 0.07965511828660965,...   [-0.010155443102121353, 0.07965511828660965, 0...   [-0.010155443102121353, 0.07965511828660965, 0...
1   And another sentence        [[[-0.010256338864564896, 0.0948348417878151, ...   [-0.010256338864564896, 0.0948348417878151, -0...   [-0.010256338864564896, 0.0948348417878151, -0...
2   And the very very last one  [[[-0.001137858722358942, 0.09048153460025787,...   [-0.001137858722358942, 0.09048153460025787, -...   [-0.001137858722358942, 0.09048153460025787, -...
3   My name is Aun              [[[-0.0018534815171733499, 0.08652304857969284...   [-0.0018534815171733499, 0.08652304857969284, ...   [-0.0018534815171733499, 0.08652304857969284, ...
</code></pre>
<p>But I don't understand what each value represents in the text_embeddings. I have gone through some explanation, but don't understand if they are token level or segment level or position level embeddings for a stack of all three. Please explain.
Following are the shapes for few instances:</p>
<pre><code>arr_dimen(text_df['text_embeddings'][0]):    [1, 8, 768]
arr_dimen(text_df['text_embeddings'][1]):    [1, 5, 768]
arr_dimen(text_df['text_embeddings'][2]):    [1, 8, 768]
arr_dimen(text_df['text_embeddings'][3]):    [1, 7, 768]
arlen(text_df['text_em_flat'][0]):   6144
arlen(text_df['text_em_flat'][1]):   3840
arlen(text_df['text_em_flat'][2]):   6144
arlen(text_df['text_em_flat'][3]):   5376
</code></pre>
<p>From original paper I understand that BERT divides input in three-layers and then uses them like shown in the figure from original paper. <a href=""https://i.sstatic.net/XPWhh.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/XPWhh.png"" alt=""enter image description here"" /></a></p>
<p>But I want to understand how BERT encodes <code>My name is Aun</code> to an array with shape <code>[1, 7, 768]</code>.</p>
","bert"
"{
  ""id"": 117404,
  ""title"": ""How to Train Q&A model using Bert for multiple comma seperated values in a given data""
}","How to Train Q&A model using Bert for multiple comma seperated values in a given data","2022-12-30 02:31:43","117419","0","91","<bert><spacy><question-answering>","<p>I'm using the entire text book data by scraping the information of each chapter.</p>
<p>How do I highlight the spacy spancat NER or Bert Q&amp;A based models to train multiple comma separated values in the text as important.
For each chapter this behavior is recurring so how do I train the model to detect that it is important and that section is the important part which discusses different topics for each chapter.</p>
<p>Eg:
After scraping the chapter 1:
There is 1 paragraph that describes what topics will be covered in this chapter like x,y,z,a,b,c,d,e.</p>
<p>Similarly in chapter 2,
There is 1 paragraph that describes what topics will be covered in this chapter like f,g,h,i,j,k.</p>
<p>How do I train this model in such a way that if I move to next chapter or even take the next book, It'll recognize these patters as the topics in that chapter or get all important topics discussed in the entire book? SO, it'll be the sum of all such comma separated values in the book.</p>
","bert"
"{
  ""id"": 117373,
  ""title"": ""Should i remove french special characters and apostrophes""
}","Should i remove french special characters and apostrophes","2022-12-29 00:22:09","117384","0","288","<nlp><data-cleaning><preprocessing><bert>","<p>I am working on a french text preprocessing task, in order to prepare the data to train an NLP model. But I do not know if it is better to remove french special characters and apostrophes or keep them. Example:</p>
<pre><code>Malgré que j'ai tellement aimé ce boulot je veut démissionner
</code></pre>
<p>Becomes</p>
<pre><code>Malgre que jai tellement aime ce boulot je veut demissionner
</code></pre>
<p>I have also noticed that most lemmatization libraries for french text are not at all efficient so i was wondering if I could skip this step, and also skip the stopwords removal step.
In general the preprocessing steps will be :</p>
<ol>
<li>Remove URLs and Emails</li>
<li>Demojize Emojis</li>
<li>Transform number into text (6-&gt;six)</li>
<li>Removal of all special characters including french special characters</li>
</ol>
","bert"
"{
  ""id"": 117293,
  ""title"": ""Combining sentence embeddings of two different models (sBERT and mBERT)""
}","Combining sentence embeddings of two different models (sBERT and mBERT)","2022-12-25 02:49:52","117311","0","985","<nlp><bert><huggingface>","<br>
I am working on a chatbot that helps students. <br>
So, I wanted to make use of bert model which has better performance on mathematics, which lead to me to math-bert, but the paper on it said that it was trained only on mathematical corpus, which means it wont have great performance on general sentences (example in image), so is there a method to combine sentence-bert and math-bert?
<br>[![enter image description here][1]][1]
<br>Or, the only way is to train bert model from scratch using corpus used for sentence-bert and math-bert.
","bert"
"{
  ""id"": 117144,
  ""title"": ""How many samples in dataset are required to fine-tune BERT for binary classification?""
}","How many samples in dataset are required to fine-tune BERT for binary classification?","2022-12-18 15:51:18","","2","1754","<nlp><dataset><bert><finetuning>","<p>I'm trying to fine-tune a BERT-based model for a binary classification task (data is in English). The dataset I'm working with is quite small (~500 samples, out of which 80% are currently used for training), and I'm wondering if there is a rule of thumb for the minimal number of samples that is required to produce a decent model. I am able to increase the size of the dataset by labeling manually (though that would only be possible in the case of thousands of samples).</p>
<p>Any ideas? If this is problem-dependent, ideas on how to assess the size of dataset required would be appreciated.</p>
<p>Thanks!</p>
","bert"
"{
  ""id"": 116655,
  ""title"": ""Is there bias in matrix multiplications for self attention""
}","Is there bias in matrix multiplications for self attention","2022-12-02 06:45:40","","0","901","<transformer><bert><attention-mechanism>","<p>When the query matrix Q is computed as <span class=""math-container"">$XW_Q$</span>,  (<span class=""math-container"">$W_Q$</span> is the weight matrix for the queries), is it implemented as a linear layer without bias? I see some blogs saying there is are bias terms as well.</p>
<p>To paraphrase the question in a different way, are there bias terms when Q , K and V are computed using a linear layer in pytorch? If yes, why does it make sense since adding bias makes the transformation a non linear one</p>
","bert"
"{
  ""id"": 116642,
  ""title"": ""What are MLM and NSP models actually used for after they've been trained?""
}","What are MLM and NSP models actually used for after they've been trained?","2022-12-01 15:24:23","116647","-1","350","<machine-learning><deep-learning><nlp><bert><language-model>","<p>I am a Python programmer working with deep learning nets and I have recently built my own language models as well as I have fine-tuned popular models like BERT. MY question is - after these models have been successfully trained, what are they used for? I understand that masked-language models can predict what the masked word is, but what is the point? What is a real-world application of this model? The same question goes for next-sentence prediction models - what is a real-world application?</p>
<p>Thank you.</p>
","bert"
"{
  ""id"": 116518,
  ""title"": ""NER - What advantage does IO Format have over BIO Format""
}","NER - What advantage does IO Format have over BIO Format","2022-11-27 13:23:02","116523","3","458","<machine-learning><nlp><transformer><bert><named-entity-recognition>","<p>In <a href=""https://aclanthology.org/2021.acl-long.248.pdf"" rel=""nofollow noreferrer"">this</a> paper, the authors say that they used IO schema instead of BIO in their dataset, which, if I am not wrong, means they just tag the corresponding Entity Type or &quot;O&quot; in case the word is not a Named Entity. What advantage does this method have? I would imagine that it just takes away valuable information from the model and makes it harder to detect entities that span multiple words</p>
","bert"
"{
  ""id"": 116222,
  ""title"": ""CNN-BERT Text Classification good results on train and val, but bad prediction on testing""
}","CNN-BERT Text Classification good results on train and val, but bad prediction on testing","2022-11-16 14:37:26","","0","288","<neural-network><keras><cnn><bert><text-classification>","<p>I built a Keras model to predict hoax news and true news using the CNN-BERT Text Classification algorithm with Categorical Classification, with label 1 indicating a hoax and 0 indicating true news.</p>
<p>Although the model I created appears to have good training and validation accuracy results, when I make predictions on the test set, it does not appear to be able to predict.</p>
<p>Pretrained BERT model that i used</p>
<pre><code>tfhub_handle_encoder = hub.load('https://tfhub.dev/tensorflow/small_bert/bert_en_uncased_L-2_H-512_A-8/1')

tfhub_handle_preprocess = hub.load('https://tfhub.dev/tensorflow/bert_en_uncased_preprocess/3')
</code></pre>
<p>Model</p>
<pre><code>from tensorflow.keras import regularizers


def build_CNN_classifier_model():
    text_input = tf.keras.layers.Input(shape=(), dtype=tf.string, name='text')
    preprocessing_layer = hub.KerasLayer(tfhub_handle_preprocess, name='preprocessing')
    encoder_inputs = preprocessing_layer(text_input)
    encoder = hub.KerasLayer(tfhub_handle_encoder, trainable=True, name='BERT_encoder')
    outputs = encoder(encoder_inputs)
    net = outputs['pooled_output'] # [batch_size, 768].
    net = sequence_output = outputs[&quot;sequence_output&quot;] #[batch_size, seq_length, 768]
      
    
    net = tf.keras.layers.Conv1D(32, (2), activation='relu')(net)
    net = tf.keras.layers.MaxPooling1D(2)(net)
#     net = tf.keras.layers.Dropout(0.1)(net)
    
    net = tf.keras.layers.Conv1D(64, (2), activation='relu')(net)
    net = tf.keras.layers.MaxPooling1D(2)(net)
    net = tf.keras.layers.Dropout(0.2)(net)
    
    net = tf.keras.layers.Conv1D(128, (2), activation='relu')(net)
    net = tf.keras.layers.MaxPooling1D(2)(net)
    net = tf.keras.layers.Dropout(0.2)(net)
    
#     net = tf.keras.layers.GlobalMaxPool1D()(net)
    
    net = tf.keras.layers.Flatten()(net)
    
    net = tf.keras.layers.Dense(256, activation=&quot;relu&quot;)(net)
                                #,kernel_regularizer=regularizers.L1L2(l1=1e-5, l2=1e-4),
                                #bias_regularizer=regularizers.L2(1e-4),
                                #activity_regularizer=regularizers.L2(1e-5))
                                
    net = tf.keras.layers.Dropout(0.1)(net)
    
    net = tf.keras.layers.Dense(128, activation=&quot;relu&quot;)(net)
                                #,kernel_regularizer=regularizers.L1L2(l1=1e-5, l2=1e-4),
                                #bias_regularizer=regularizers.L2(1e-4),
                                #activity_regularizer=regularizers.L2(1e-5))
                                
    net = tf.keras.layers.Dropout(0.1)(net)
    
#     net = tf.keras.layers.Dense(1, activation=&quot;sigmoid&quot;, name='classifier')(net)
    net = tf.keras.layers.Dense(2, activation=&quot;softmax&quot;, name='classifier')(net)
    
    return tf.keras.Model(text_input, net)
</code></pre>
<p>compile</p>
<pre><code>from official.nlp import optimization  # to create AdamW optmizer

epochs = 10
steps_per_epoch = tf.data.experimental.cardinality(train_ds).numpy()
num_train_steps = steps_per_epoch * epochs
num_warmup_steps = int(0.1*num_train_steps)

init_lr = 1e-5
optimizer = optimization.create_optimizer(init_lr=init_lr,
                                          num_train_steps=num_train_steps,
                                          num_warmup_steps=num_warmup_steps,
                                          optimizer_type='adamw')

cnn_classifier_model.compile(optimizer=optimizer,
                             loss=tf.keras.losses.SparseCategoricalCrossentropy(from_logits=True),
                             metrics=tf.keras.metrics.SparseCategoricalAccuracy('accuracy'))



print(f'Training model with {tfhub_handle_encoder}')
cnn_history = cnn_classifier_model.fit(x=train_ds,
                                       validation_data=val_ds,
                                       epochs=epochs,
                                       class_weight=class_weight
                                      )
</code></pre>
<p>Results</p>
<p><a href=""https://i.sstatic.net/wCLSv.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/wCLSv.png"" alt=""enter image description here"" /></a></p>
<p><a href=""https://i.sstatic.net/YOuiv.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/YOuiv.png"" alt=""enter image description here"" /></a></p>
<p><a href=""https://i.sstatic.net/uYtC7.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/uYtC7.png"" alt=""enter image description here"" /></a></p>
<p><a href=""https://i.sstatic.net/dPb1M.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/dPb1M.png"" alt=""enter image description here"" /></a></p>
<p>Test Prediction</p>
<p><a href=""https://i.sstatic.net/yRCmO.png"" rel=""nofollow noreferrer""><img src=""https://i.sstatic.net/yRCmO.png"" alt=""enter image description here"" /></a></p>
<p>it seems like my test model can't tell which one is hoax news and which one is real news, what's the problem?</p>
","bert"
"{
  ""id"": 116180,
  ""title"": ""Word embedding for Non-NLP words""
}","Word embedding for Non-NLP words","2022-11-15 07:50:33","","0","90","<word-embeddings><bert>","<p>I would like to embed words with a context, but that is not &quot;Natural Language&quot; - but just a list of words about more or less the same topic. Is there a way to use this context for the embedding ? I suppose Bert and other pre-trained models won't work out of the box, as they are trained for Natural Language ?</p>
","bert"
"{
  ""id"": 116101,
  ""title"": ""Ordering training text data by length""
}","Ordering training text data by length","2022-11-12 04:34:21","116111","0","131","<machine-learning><nlp><bert><text-classification><performance>","<p>If I have text data where the length of documents greatly varies and I'd like to use it for training where I use batching, there is a great chance that long strings will be mixed with short strings and the average time to process each batch will increase because of padding within the batches.
I imagine sorting documents naively by length would create a bias of some sort since long documents and short one would tend to be similar to each other.
Are there any methods that have been tried that can help reduce training time in this case without sacrificing model performance?</p>
","bert"
"{
  ""id"": 115717,
  ""title"": ""Do I need to train a tokenizer when training SBERT with MLM?""
}","Do I need to train a tokenizer when training SBERT with MLM?","2022-10-30 08:32:22","","1","395","<bert>","<p>I have trained a SBERT model with MLM on my own corpus which is somewhat domain specific using these guides:</p>
<p><a href=""https://ireneli.eu/2021/03/28/deep-learning-19-training-mlm-on-any-pre-trained-bert-models/"" rel=""nofollow noreferrer"">https://ireneli.eu/2021/03/28/deep-learning-19-training-mlm-on-any-pre-trained-bert-models/</a>
<a href=""https://github.com/huggingface/transformers/blob/main/examples/pytorch/language-modeling/run_mlm.py"" rel=""nofollow noreferrer"">https://github.com/huggingface/transformers/blob/main/examples/pytorch/language-modeling/run_mlm.py</a></p>
<p>When I saved a tokenizer with</p>
<pre><code>tokenizer.save_pretrained(output_dir)
</code></pre>
<p>it created a set of files. So I opened a vocab.txt and tried to search for some domain specific words but I could not find them.</p>
<ol>
<li>Do I need to train a tokenizer as well on my corpus?</li>
<li>If so, then do I need to retrain the SBERT model again using MLM?
(which would be really disappointing since I don't have a GPU and had to train in the cloud paying for GPU)</li>
<li>Is the model I have now useless if I use it with the original tokenizer that lacks domain specific words?</li>
</ol>
","bert"
"{
  ""id"": 115353,
  ""title"": ""How does BERT produce CLS token? Internally does it do max-pooling or avarage pooling?""
}","How does BERT produce CLS token? Internally does it do max-pooling or avarage pooling?","2022-10-18 19:00:55","115356","1","1733","<nlp><transformer><bert>","<p>I ran experiment to compare max-pooled word tokens vs CLS token for sentence classification and CLS clearly wins. Trying to understand how BERT generates CLS token embedding if its better than max or avg pooling.</p>
","bert"
"{
  ""id"": 115267,
  ""title"": ""Fine tuning BERT without pre-training it on domain specific corpus""
}","Fine tuning BERT without pre-training it on domain specific corpus","2022-10-16 05:55:45","115269","1","1081","<nlp><bert><search>","<p>I'm building an internal semantic search engine using BERT/SBERT + ElasticSearch 8 where  answers are retrieved based on their cosine similarity with a query.</p>
<p>The documents to be searched are somewhat domain-specific, off the top of my head estimation is that about 10% of the vocabulary is not present in Wiki or Common Crawl datasets on which BERT models were trained. These are basically &quot;made-up&quot; words - niche product and brand names.</p>
<p>So my question is:</p>
<ol>
<li>Should I pre-train a BERT/SBERT model first on my specific corpus to learn the embeddings for these words using MLM?</li>
</ol>
<p>or</p>
<ol start=""2"">
<li>Can I skip pre-training and start fine-tuning a selected model for Q/A using SQUAD, synthetic Q/A based on my corpus and actual logged user queries?</li>
</ol>
<p>My concern is that if I skip #1 then a model would not know the embeddings for some of the &quot;made up&quot; words, replace them with &quot;unknown&quot; token and this might lead to worse search performance.</p>
","bert"
"{
  ""id"": 115231,
  ""title"": ""Good NLP model for computationally cheap predictions that can reasonably approximate language model given large training data set""
}","Good NLP model for computationally cheap predictions that can reasonably approximate language model given large training data set","2022-10-14 15:01:01","115249","1","39","<machine-learning><nlp><bert>","<p>I have a corpus of about one billion sentences, in which I am attempting to resolve NER conflicts (when two terms overlap in a sentence). My initial plan is to have an SME label the correct tag in each of a large number of conflicts, then use those labels to train either an NER model or a binary classification model (like GAN-ALBERT), to identify the correct choice when two NER tags conflict.</p>
<p>The problem is, about 5% of these sentences contain conflicts, and I don't think that I have the computational resources to run BERT or ALBERT prediction on 50 million sentences in a reasonable amount of time. So, my hope is to use the ALBERT model to generate a large number of labels (perhaps one million) for a computationally cheaper model.</p>
<p>So, I'm wondering if there is a model, 10 to 100 times cheaper at prediction than BERT, that could be trained to do a reasonable job of replicating the ALBERT model's performance, given a large amount of training data generated by said model.</p>
","bert"
"{
  ""id"": 115064,
  ""title"": ""\""cross-validation on the training set\"" while development and test set are distinct from the training: does it make sense? semantic mistake?""
}","""cross-validation on the training set"" while development and test set are distinct from the training: does it make sense? semantic mistake?","2022-10-10 10:25:00","","3","67","<cross-validation><bert>","<p>I got stuck on this paragraph from the academic article &quot;Measuring news sentiment&quot;: <a href=""https://www.sciencedirect.com/science/article/pii/S0304407620303535#tbl3"" rel=""nofollow noreferrer"">https://www.sciencedirect.com/science/article/pii/S0304407620303535#tbl3</a></p>
<p>&quot;As is best practice, we split the labeled dataset into <strong>a training set, a development set, and a hold-out test set.</strong> The development and test sets have 100 observations each, leaving 600 observations for the training set. (..) hyper-parameter optimization is done through grid search, <strong>using</strong> <strong>cross-validation on the</strong> <strong>training set</strong> to evaluate model performance for each possible set of hyper-parameters. The optimal model is then evaluated against the development set. Finally, after all models have been developed, we test them all against our hold-out test set for final results.&quot;</p>
<p>To me, what they describe <strong>(the bold parts)</strong> is incoherent. I would like to know if I'm wrong or not.
I understand &quot;cross-validation on the training set&quot; as doing the validation on a subsample of the training set, e.g. doing k-fold cross validation. But if you split the dataset into training, development, and test set, why would you do validation within the training set, as I understand the authors assert (second bold part)? The validation should be done on the development set, shouldn't it? Is that a semantic mistake or are they doing something I don't understand?</p>
","bert"
"{
  ""id"": 114687,
  ""title"": ""Bertopic with embedding: unable to use find_topic""
}","Bertopic with embedding: unable to use find_topic","2022-09-26 00:24:00","","2","518","<python><nlp><training><bert>","<p>I've used BERTopic with success for the following tasks: get topics, visualise (topics, barcharts, documents ...) and DTM (extended to get area plot with considerable success).</p>
<p>However, I am unable to use the find_topics() function</p>
<blockquote>
<p><em>(There are a few others I'm struggling with, which I'll post as new questions so as not to conflate this one).</em></p>
</blockquote>
<p>I get an error message indicating that I'm using embedding (which is true).</p>
<pre class=""lang-py prettyprint-override""><code># Prepare embeddings using default 'sentence embedding'
sentence_model = SentenceTransformer(&quot;all-MiniLM-L6-v2&quot;)
embeddings = sentence_model.encode(docs_bert, show_progress_bar=True)
</code></pre>
<p>Trying to solve that, I have tried to instantiate a new model without embedding</p>
<pre class=""lang-py prettyprint-override""><code>model_ngram_embed2 = BERTopic(embedding_model=embeddings)
</code></pre>
<p>but it then throws an error:</p>
<blockquote>
<p>ValueError: The truth value of an array with more than one element is ambiguous. Use a.any() or a.all()</p>
</blockquote>
<p>I need to instantiate before I can fit_transform the model to my doc (text corpus), after which I would then be able to find_topics().<br />
How do I go about that? What should be done?</p>
<p>Regarding find_topics(), I've read allowing <em><a href=""https://github.com/MaartenGr/BERTopic/issues/79"" rel=""nofollow noreferrer"">precomputed embeddings in bertopic.find_topics()</a></em> issue<br />
NB: <em>Python 3.8.8 | IPython 7.31.1 | BERTopic 0.11.0</em></p>
","bert"
"{
  ""id"": 114670,
  ""title"": ""One word changes everything NLP""
}","One word changes everything NLP","2022-09-24 20:25:10","114672","0","65","<deep-learning><nlp><transformer><bert>","<p>I have a classification model (BERT) that classifies sentences as either question or normal sentences. But whenever a sentence has &quot;how&quot; word, the model chooses &quot;question&quot; class.
How can I solve this issue? (I have a very big dataset.)</p>
","bert"
